sentiment	message
1	I saw Katie Price was at the Haye / Chisora fight-now she s going to be @ the Olympic boxing training venue on Saturday - sparring!!
1	Sony s putting out a new PS3 Firmware Update on Tuesday that FINALLY lets you see your PS Vita trophies on PS3. About ****ing time, Sony.
1	Who wants to see Maya Rudolph sing Prince with my Thursday night
2	I might go somewhere Muslim for Christmas. Just for a hoot.....
1	First 24 hours in London got given a free rail card, saw 3 squirrels going to work, may have found a home & there s big Alan rickman posters
1	GM FBF, let s go ole skool today...The Winans, the choices 1) Tomorrow 2) Uphold Me or 3) Bring Back The Days, the voting begins now!
1	@leonelwell check @mrdavidhaye timeline mate, looks like we ll find out if we found the gym. If Vitali steps up we may have to go too
0	@XochilihcoX C mon Leo where s Endymion....... Or Amsterdam I know he likes Amsterdam. those songs are shit compared to the ones i put
1	A train from Naples to Milan made an unscheduled 40-minute stop at Parma on Tuesday - to drop off the Roma squad ahead of tonight s game.
1	We closing out the Knicks tomorrow
1	Just got the call the magazine is ready for pickup get your copy at the Hands That Heal Fashion Show Nov 4th Mr. Reggie 404-246-9582
1	Gowns at the ready girls, Q4 update tomorrow! @BeckyBull_x @emmaharv
0	I just need to chill. Can t wait to unleash some aggression at Black Dahlia Murder tomorrow. GonnaEndALife
2	So ready for my birthday. (((: the big SIXTEEN! sweetsixteen november 22!
1	@isawn_furlan The pretty reckless, my chemical romance, a day to remember, 30 seconds to mars, hey monday, evanescence, mcfly etc ..
2	The sun is out for President s Day! Today will be a good day, perfect way to finish the Cricket season.
1	@chelss_lewis @lacylange isn t the 13th during wppi? Should we do the 18th in the morning? Will that not work at all Chelsea?
2	rita oras on xfactor on sunday which means she ll sing shine ya light which i love which makes me happy!:-)
2	Just caught the last few minutes of @orjan_nilsen s track Endymion on @SiriusXMArea. Great track to get ready for work with. Its my FRIDAY!!
2	Richie Hawtin - Monday Night - Buffalo Town Ballroom - Don t miss it!
1	So many shows in the near future: Metafest, Royal Teeth, M83, White Arrows, Grouplove, SweetTeaPumpkinPie Music Fest and Taking Back Sunday.
0	Dr Jan Radio 2uE tonight with David Oldfield re Kevin Rudd s sad loss of family cat. Pets deserve honouring cos they love unconditionally.
2	Real test for Bayern this weekend against the in form Bayer Leverkusen. A win at home on Sunday will go a long way towards a 15 win streak.
1	Just watched the 1st ever Elimination Chamber match I had no idea it was an hour long till it ended.
1	I just bought two tickets for the Sacramento Kings season opener on Monday! HYPED.
2	Rondo should be glad the All-Star game isn t hosted in DC with those Galaxy Foams on.
1	i ll make my bid for the adidas predator tomorrow Godwilling...
2	They re not canceling the New York City Marathon? Are the runners all disaster relief personnel?
2	Lol time for an eu team to take the eu tournament for once
1	Help me smart peeps: I need to get from the city to Alsip, back to the city on a Friday night. Cheapest way to go? (it s for a wedding)
1	Make sure everyone comes out to our first opener practice tomorrow at 6:30 at the Murphy Center in dance studio B!!!
2	Just whooped some ASS in kill confirmed with @QuiKGunZ and @PBrasfieldATO, tomorrow its back to makin kats cry in Gears3
1	@1st_love as long as these boys keep on fighting Price will never be world champ . 👊 pic.twitter.com/SbgiFLKb
2	I would like to trade President s Day and Columbus Day for the day after the Super Bowl and July 5th please.
0	I have to wait till Sunday to see Carmelo Anthony and the Knicks debut?
2	@geoffstults on September 5th, The Finder reaches italian tv (with the worst title translation ever). FINALLY!!! :D finder risolutore sky
1	According to the radio, Rihanna s Birthday Cake is the official 4th of July anthem. Sounds about right.
1	Jennifer Aniston, Justin Theroux high end shopping; time to decorate the crib: Tuesday, E! Online shared the vid... http://bit.ly/YqtOnI 
2	Excited about the bump in RAM for Raspberry Pi. Such a nice surprise for a Monday. : )
2	I get to Procter the PSAT with my homie @KimaniAH tomorrow!!! It only took them three years to partner us up lol
2	Anonymous to Wikileaks: We re more interested in transparent govts & bringing out info they want to hide from public. http://www.guardian.co.uk/technology/2012/oct/12/anonymous-distances-itself-wikileaks …
1	Bayern Munich goalkeeper Manuel Neuer shows he could play in midfield v Bayer Leverkusen: Bayern Munich may have... http://bit.ly/STk4yO 
2	Porto is even more amazing as the sun sets... http://instagr.am/p/RYBL-khjB1/ 
2	Heat vs Knicks first round of playoffs tomorrow!!! LebronWade better bring it!!!
0	I guess Knicks/Heat is on for now. Pretty clear that tomorrow s game wasn t going to happen.
1	@alfredoflores follow @amandawanxo , on november 26, find her outside the bell center and meet her. please? <31
0	@LiterallyFedUp U just dont want pres 2b successful u rather see country fail like McConnell said;Wld real americans do this? no. Fanactics!
1	Last day in Jeddah. Will be in Brunei tomorrow night. And then Surabaya the following night. And then Bali the night after that. Whee!
1	The Brits may find the feminised versions of professions offensive (actress instead of actor), the Germans are proud of theirs. RandomShit
1	just finished watching Nandito Ako for the 2nd time around @DavidArchie We Wait For David Archuleta
1	Cba for work this weekend, wana be a sloth on Sunday with @GeorgiaKington and @abbieparker1
2	Tears of the Sun is wayyyyy better than Act of Valor
2	Happy Birthday to the coolest golfer in Bali! @tjvictoriacnd !! :) may you become cooler and cooler everyday! Stay humble little sister! Xx
1	ME& @QueenofCol going to Phuk The City Up Sept 15. we taking it back to Fairground for BATTLEOFTHESEXES lets see who rock men/women
2	@HoesHateVeziaa_: Im sooo glad we dont have school monday , Imaaa sleep all day man .we don t!!?????
1	watched Unofficially Yours with Richard Mark Morcella, his partner and Jaja Abastillas
1	Who s appearing at the Houston Livestock Show and Rodeo come March? That is, other than George Strait?... http://tinyurl.com/cxg7xtd 
1	There are now only EIGHT tickets left for @casualviolence  s November 5th show at the Leicester Square Theatre.. Get in quick folks!!!
2	if you LOVE to dance I hope to see you supporting this event. SATURDAY. all INFO on the flyer! http://fb.me/MjbUQWEj 
1	*raises hand*RT @NY_SexyLady: Tomorrow by The Winans is on my heart so heavy this morning... Wonder who needs to hear it!
1	November 3rd-Norfolk, VA-NorVa Theatre (NAS ONLY)November 4th-Washington,DC - DAR Constitution Hall......for you concert seekers out there !
1	@KiranKS Those who justified Mumbai Police s incompetency for Aug 11 are the same ones who supported Delhi Police s action at Ramlila...!!
1	@kinagrannis Two Birthday Cakes! One with Jelly Beans! I wonder what kind of Birthday Cake the 2nd one was? Goodnight Kina, Emi, and Misa.
1	@FreddieGibbs show at IU was live! Chicago tomorrow @ Reggie s with @ShowYouSuck & Boldy Blocks!
0	Number one thing holding Somalia back . . . . pic.twitter.com/bo9ChcHg
0	The Knicks vs Nets game got moved all the way to the 26th damn
0	Yet more proof the PSNI are a pack of Republican lapdogs! Disgraceful harassment of @williefrazer http://www.youtube.com/watch?v=fXQYQx4s1fQ&feature=youtu.be …
1	Talk About The History of Valentine Day: Every February 14, across the United States and in other places around the... http://dlvr.it/24XClT 
1	May I get a Lucas Scott for a sleepover tonight? Please! DalalWantsLucasScott
2	Ash Wednesday lyric~ she shouts to the east god u better have something better for me cause if this is it, well i want better than this...
0	I can t believe my cold is coming back. Stress and sugar are killing my immune system.
0	Mncim, the rain that stopped last Saturday s game wasted our time waitse! Maybe SS4 would be playing something better tonight.
1	When I see reactions to stories about benefit scroungers and the lazy poor in the Sun, I wonder if Murdoch is a latter-day Pavlov
0	Kinda sucks, he missed my classes graduation over something he may or may not have done
2	Did loadsa international promo today! TV s for europe,asia,down under! Fun ! Now let s chill, letmeout
1	Aug 30! Toads Place, New Haven CT. Myself, M.A.R., Jitta on the Track, Danimal Lector and more! http://instagr.am/p/OGqN-Gu_RD/ 
1	I m going to Babaman at Vidia in Cesena, Italy - Dec 22 http://bnds.in/Pe3WY7 
1	@Dixieconley I m dropping becca off tomorrow and then going to Ash
1	England  s Patel stakes Test claim with century: MUMBAI: Samit Patel hit a century on Thursday to make a strong ... http://bit.ly/Y7DwvY 
0	Valentine day has been cancelled..what? Why? how? you may be asking. But you see it s simple math.. 14-2-12 =0
2	Are you guys as ready as I am for RIRI 7th album .... Come on NOVEMBER 19 :) rihannanavy @rihanna rihan http://instagr.am/p/RJMArBPmFd/ 
1	Brook Lopez with a Double Double in the 3rd NetsNation
1	THE SKINNY: Breezy may be getting it from RiRi AND ex, KT. Getting that cake! cake! cake! and eating it too. <3... http://fb.me/1DFFBx7RW 
2	I can t wait for the Heat game tomorrow; Heat vs Knicks!
1	If this is the end for @TSN990Radio, I once again have to commend @TheKaufmanShow for his emotional Gary Carter memorial show in February
1	OMG!!! Ramin and Sierra performing Phantom of the opera at the classical brit awards televised on sunday ITV at 10.30pm!!!! :D
1	Seven has 6 shows in top 15, ABC 2nd with 5, Nine third with 4. Ten and SBS rate 0. http://www.theaustralian.com.au/media/abc-strong-as-tens-woes-continue/story-e6frg996-1226508291787?sv=84dd9b9f6bd35681e62aa7dd04deb0dc.UJLxXPRJUuE.twitter …
2	@NCLeanne Any more chances for Wolfsden before Monday? I really need a day off with some country music peeps!!!
1	From a Call to Prayer for America Saturday at the Washington Reflecting pool with the Washington Monument in the... http://fb.me/1QfP8eR7G 
2	First time I ever heard SS was in 6th grade and I actually loved it. I didn t know the song at the the time so I couldn t continue to listen
2	I just made a donation today to support President Obama. I can afford 10 bucks. How about you? http://OFA.BO/TBTmPN 
0	world war 3 has been going on in my house since Monday. How long do these things usually last?
2	Could be one of the greatest nights of my life Carmelo Anthony winked & acknowledged me twice and sat 2 rows back at the Knicks game! CA7
2	Proud of Aishwarya s French honour: Big B: Mumbai, Nov 2 (IANS) Megastar Amitabh Bachchan says he is proud that ... http://bit.ly/Ybn91B 
1	Short hair is back! Check it out. (clockwise) Alicia K, RiRi, Miley C and Twiggy the 1st skinny model. pi http://instagr.am/p/RcsD5Yr9oF/ 
0	Lack of communication from nycdoe very frustrating regarding reporting time for work tomorrow. Thank you uft and @GothamSchools for Info
1	***Thursday night Friday night dinner special*** Salmon & Jumbo Shrimp 15.95 Whole Fish (Porgie) 1.5lb with lemon... http://fb.me/w6fwNOZm 
1	Got new Aesop Rock, Master Ace & DOOM, Nas, Flatbush Zombies, Jon Connor, & Cyhi ready for the flight tomorrow, been sleepin on lots of shit
1	Foreign commentator award at the commentawards goes to the late Marie Colvin of the Sunday Times
2	Intermission FC took a big step towards the title with a hard fought 1-0 win over fellow table toppers The Real Ajax on Monday night.
2	Tomorrow is a good day to listen to LAMB OF GOD. HAHAHAHA.
0	FUCK...I forgot the Nets opener is moved to Sunday and I gotta go with my Dad...I have to drive home from FIND fast... rushingflow
1	Kuun fastest so far on SS4, Williams 2nd and Fekken 3rd. Cronje still leads but the gap is now 8sec from Habif sarally pr
1	might as well go ahead and download the parade tracker app. Think a Zulu float may show up before the bus.
2	@jodiianto Lmaooo that s def in Ajax. I guess I ll give it to ya in December :)
2	Astrology may be a blasphemous concept to some, but I am the absolute epitome of my sign. Every last detail.
1	Memorial Day, President s Day, Monday, any day seems to be the right day to see Independence Day on t.v.
2	Senran Kagura for PS Vita may be the most advanced breast physics system with complete costume destruction comparing the 3DS counterpart.
1	Friday is cold but here. How are you guys doing? Win Evanescence tickets plus Stone Sour s new album in about 15 minutes...
1	I forgot Plies gone be at the moon tomorrow
0	Diet starts tomorrow..too bad I m too jam packed busy to go to the gym
